No,Time,X1.oC,HK-Bat.V
1,10.09.2010 09:48,-17.3353,3.486
2,10.09.2010 10:00,-1.66437,3.501
3,10.09.2010 11:00,10.7919
4,10.09.2010 12:00,23.8935
5,10.09.2010 13:00,18.9188
6,10.09.2010 14:00,26.3311
7,10.09.2010 15:00,15.6538
8,10.09.2010 16:00,13.556,3.613
9,10.09.2010 17:00,28.835
10,10.09.2010 18:00,22.3598
11,10.09.2010 19:00,19.5953
12,10.09.2010 20:00,22.3016
13,10.09.2010 21:00,15.4244
14,11.09.2010 00:00,5.1247,3.599
15,11.09.2010 01:00,5.66648,3.598
16,11.09.2010 02:00,3.51644
17,11.09.2010 03:00,16.56983
18,11.09.2010 04:00,2.91551
19,11.09.2010 05:00,5.39057
20,11.09.2010 06:00,0.07915
21,11.09.2010 07:00,9.93003,3.578
22,11.09.2010 08:00,2.27805
23,11.09.2010 09:00,14.71465
24,11.09.2010 10:00,9.41498,3.581
25,11.09.2010 11:00,11.5288
26,11.09.2010 12:00,20.3066
27,11.09.2010 13:00,11.6197
28,11.09.2010 14:00,25.7977
29,11.09.2010 15:00,13.3242
30,11.09.2010 16:00,18.1927,3.609
31,11.09.2010 17:00,19.936
32,11.09.2010 18:00,19.741
33,11.09.2010 19:00,29.6083
34,11.09.2010 20:00,19.7852
35,11.09.2010 21:00,21.1311
36,11.09.2010 22:00,7.4649,3.573
37,11.09.2010 23:00,18.13409
38,12.09.2010 00:00,14.36631
39,12.09.2010 01:00,4.76758
40,12.09.2010 02:00,-3.48421
41,12.09.2010 03:00,-2.60926
42,12.09.2010 04:00,11.76876,3.58
43,12.09.2010 05:00,10.54632
44,12.09.2010 06:00,8.39608
45,12.09.2010 07:00,-3.16683
46,12.09.2010 08:00,7.32285
47,12.09.2010 09:00,13.12736
48,12.09.2010 10:00,24.8471,3.578
49,12.09.2010 11:00,19.8801
50,12.09.2010 12:00,9.0052
51,12.09.2010 13:00,19.2177
52,12.09.2010 14:00,22.0623
53,12.09.2010 15:00,6.765
54,12.09.2010 16:00,11.8281,3.58
55,12.09.2010 17:00,24.2981
56,12.09.2010 18:00,20.4359
57,12.09.2010 19:00,14.1741
58,12.09.2010 20:00,8.4567
59,12.09.2010 21:00,0.3709
60,12.09.2010 22:00,16.08747,3.563
61,12.09.2010 23:00,15.31781
62,13.09.2010 00:00,9.78108
63,13.09.2010 01:00,-0.93403
64,13.09.2010 02:00,0.73742
65,13.09.2010 03:00,11.52776
66,13.09.2010 04:00,-3.95674,3.576
67,13.09.2010 05:00,11.26824
68,13.09.2010 06:00,-3.31
69,13.09.2010 07:00,-7.01264
70,13.09.2010 08:00,9.07105
71,13.09.2010 09:00,-4.06329
72,13.09.2010 10:00,0.11892,3.569
73,13.09.2010 11:00,0.8075
74,13.09.2010 12:00,2.34641
75,13.09.2010 13:00,-1.9457
76,13.09.2010 14:00,4.82454
77,13.09.2010 15:00,4.8843
78,13.09.2010 16:00,3.00471,3.566
79,13.09.2010 17:00,14.13256
80,13.09.2010 18:00,13.52391
81,13.09.2010 19:00,8.46883
82,13.09.2010 20:00,8.44179
83,13.09.2010 21:00,1.15754
84,13.09.2010 22:00,-5.40659,3.572
85,13.09.2010 23:00,9.54973
86,14.09.2010 00:00,-4.6899
87,14.09.2010 01:00,5.29961
88,14.09.2010 02:00,-0.44527
89,14.09.2010 03:00,0.25938
90,14.09.2010 04:00,6.32903,3.565
91,14.09.2010 05:00,7.52765
92,14.09.2010 06:00,-1.288878
93,14.09.2010 07:00,-5.32117
94,14.09.2010 08:00,-6.814998
95,14.09.2010 09:00,8.328202
96,14.09.2010 10:00,5.70303,3.556
97,14.09.2010 11:00,7.73188
98,14.09.2010 12:00,2.98687
99,14.09.2010 13:00,11.56338
100,14.09.2010 14:00,9.996
101,14.09.2010 15:00,10.6451
102,14.09.2010 16:00,12.4397,3.588
103,14.09.2010 17:00,12.4019
104,14.09.2010 18:00,9.3206
105,14.09.2010 19:00,4.3403
106,14.09.2010 20:00,15.37682
107,14.09.2010 21:00,7.99717
108,14.09.2010 22:00,9.08344,3.571
109,14.09.2010 23:00,13.27454
110,15.09.2010 00:00,1.95784
111,15.09.2010 01:00,-2.30629
112,15.09.2010 02:00,4.68099
113,15.09.2010 03:00,1.25168
114,15.09.2010 04:00,0.83921,3.558
115,15.09.2010 05:00,-3.67577
116,15.09.2010 06:00,-3.14087
117,15.09.2010 07:00,-5.9639
118,15.09.2010 08:00,-5.01748
119,15.09.2010 09:00,5.71424
120,15.09.2010 10:00,-4.06773,3.561
121,15.09.2010 11:00,-2.85039
122,15.09.2010 12:00,0.3451
123,15.09.2010 13:00,17.6101
124,15.09.2010 14:00,13.8877
125,15.09.2010 15:00,22.0604
126,15.09.2010 16:00,6.9724,3.573
127,15.09.2010 17:00,18.7871
128,15.09.2010 18:00,17.19557
129,15.09.2010 19:00,15.76948
130,15.09.2010 20:00,-0.72881
131,15.09.2010 21:00,3.7365
132,15.09.2010 22:00,8.65545,3.551
133,15.09.2010 23:00,4.78793
134,16.09.2010 00:00,1.94626
135,16.09.2010 01:00,-0.97659
136,16.09.2010 02:00,5.52256
137,16.09.2010 03:00,-0.98776
138,16.09.2010 04:00,-1.35224,3.554
139,16.09.2010 05:00,-1.95006
140,16.09.2010 06:00,10.6617
141,16.09.2010 07:00,-6.82008
142,16.09.2010 08:00,3.5908
143,16.09.2010 09:00,11.17044
144,16.09.2010 10:00,12.14627,3.558
145,16.09.2010 11:00,-0.12834
146,16.09.2010 12:00,5.21237
147,16.09.2010 13:00,6.97609
148,16.09.2010 14:00,12.51115
149,16.09.2010 15:00,14.0427
150,16.09.2010 16:00,11.02953,3.565
151,16.09.2010 17:00,2.60898
152,16.09.2010 18:00,16.47435
153,16.09.2010 19:00,14.99311
154,16.09.2010 20:00,10.65763
155,16.09.2010 21:00,8.87353
156,16.09.2010 22:00,11.93186,3.547
157,16.09.2010 23:00,-0.65041
158,17.09.2010 00:00,6.3205
159,17.09.2010 01:00,-0.98829
160,17.09.2010 02:00,3.58253
161,17.09.2010 03:00,12.53828
162,17.09.2010 04:00,8.54869,3.548
163,17.09.2010 05:00,5.08987
164,17.09.2010 06:00,11.8318
165,17.09.2010 07:00,8.50085
166,17.09.2010 08:00,11.38509
167,17.09.2010 09:00,11.16254
168,17.09.2010 10:00,-3.14261,3.55
169,17.09.2010 11:00,-0.98357
170,17.09.2010 12:00,1.89668
171,17.09.2010 13:00,11.77869
172,17.09.2010 14:00,-2.39931
173,17.09.2010 15:00,-2.65682
174,17.09.2010 16:00,5.25551,3.55
175,17.09.2010 17:00,-2.83665
176,17.09.2010 18:00,4.04599
177,17.09.2010 19:00,7.11047
178,17.09.2010 20:00,6.64993
179,17.09.2010 21:00,13.00319
180,17.09.2010 22:00,-3.20747,3.545
181,17.09.2010 23:00,-4.56768
182,18.09.2010 00:00,0.29346
183,18.09.2010 01:00,-5.38028
184,18.09.2010 02:00,0.97505
185,18.09.2010 03:00,10.55214
186,18.09.2010 04:00,8.47662,3.549
187,18.09.2010 05:00,3.99615
188,18.09.2010 06:00,5.90226
189,18.09.2010 07:00,10.70445
190,18.09.2010 08:00,-2.45964
191,18.09.2010 09:00,-2.37895
192,18.09.2010 10:00,2.42188,3.549
193,18.09.2010 11:00,9.55006
194,18.09.2010 12:00,11.61271
195,18.09.2010 13:00,1.33981
196,18.09.2010 14:00,1.73415
197,18.09.2010 15:00,5.76986
198,18.09.2010 16:00,12.72413,3.546
199,18.09.2010 17:00,-6.1945
200,18.09.2010 18:00,-5.6451
201,18.09.2010 19:00,3.15541
202,18.09.2010 20:00,9.15863
203,18.09.2010 21:00,-2.45161
204,18.09.2010 22:00,-7.73197,3.546
205,18.09.2010 23:00,6.34688
206,19.09.2010 00:00,3.182918
207,19.09.2010 01:00,-2.507364
208,19.09.2010 02:00,-2.213655
209,19.09.2010 03:00,-6.468112
210,19.09.2010 04:00,6.756005,3.544
211,19.09.2010 05:00,0.67013
212,19.09.2010 06:00,6.21462
213,19.09.2010 07:00,-3.36367
214,19.09.2010 08:00,-8.01334
215,19.09.2010 09:00,0.72719
216,19.09.2010 10:00,5.73244,3.532
217,19.09.2010 11:00,9.370544
218,19.09.2010 12:00,-7.5007723
219,19.09.2010 13:00,-4.700927
220,19.09.2010 14:00,-3.05251
221,19.09.2010 15:00,-4.85221
222,19.09.2010 16:00,2.13569,3.558
223,19.09.2010 17:00,-1.02924
224,19.09.2010 18:00,16.38002
225,19.09.2010 19:00,11.14164
226,19.09.2010 20:00,10.08319
227,19.09.2010 21:00,6.8843
228,19.09.2010 22:00,-4.19742,3.549
229,19.09.2010 23:00,12.69118
230,20.09.2010 00:00,-1.1453
231,20.09.2010 01:00,7.88129
232,20.09.2010 02:00,3.68127
233,20.09.2010 03:00,6.601308
234,20.09.2010 04:00,-7.123895,3.531
235,20.09.2010 05:00,8.155899
236,20.09.2010 06:00,-6.704607
237,20.09.2010 07:00,4.073988
238,20.09.2010 08:00,-6.215266
239,20.09.2010 09:00,1.319888
240,20.09.2010 10:00,4.264367,3.534
241,20.09.2010 11:00,0.272797
242,20.09.2010 12:00,-2.62032
243,20.09.2010 13:00,11.46476
244,20.09.2010 14:00,-1.33145
245,20.09.2010 15:00,15.08178
246,20.09.2010 16:00,12.4504,3.585
247,20.09.2010 17:00,15.4499
248,20.09.2010 18:00,7.804
249,20.09.2010 19:00,16.259
250,20.09.2010 20:00,0.3028
251,20.09.2010 21:00,17.05165
252,20.09.2010 22:00,11.92634,3.57
253,20.09.2010 23:00,9.79297
254,21.09.2010 00:00,12.12022
255,21.09.2010 01:00,-0.02422
256,21.09.2010 02:00,13.05282
257,21.09.2010 03:00,5.52611
258,21.09.2010 04:00,-3.90478,3.529
259,21.09.2010 05:00,-7.35675
260,21.09.2010 06:00,-4.36582
261,21.09.2010 07:00,6.65218
262,21.09.2010 08:00,9.926088
263,21.09.2010 09:00,0.449374
264,21.09.2010 10:00,-5.14599,3.52
265,21.09.2010 11:00,-0.83869
266,21.09.2010 12:00,-3.73129
267,21.09.2010 13:00,3.58046
268,21.09.2010 14:00,-0.26607
269,21.09.2010 15:00,7.0579
270,21.09.2010 16:00,5.7812,3.594
271,21.09.2010 17:00,16.4567
272,21.09.2010 18:00,4.6268
273,21.09.2010 19:00,14.5967
274,21.09.2010 20:00,13.7309
275,21.09.2010 21:00,13.3871
276,21.09.2010 22:00,10.47564,3.575
277,21.09.2010 23:00,-1.46914
278,22.09.2010 00:00,3.445
279,22.09.2010 01:00,1.99239
280,22.09.2010 02:00,-4.0813
281,22.09.2010 03:00,2.91348
282,22.09.2010 04:00,8.27813,3.537
283,22.09.2010 05:00,1.73717
284,22.09.2010 06:00,7.9555
285,22.09.2010 07:00,4.1669
286,22.09.2010 08:00,0.16198
287,22.09.2010 09:00,-0.53392
288,22.09.2010 10:00,-7.49166,3.52
289,22.09.2010 11:00,2.1131
290,22.09.2010 12:00,-0.31296
291,22.09.2010 13:00,13.36945
292,22.09.2010 14:00,6.6745
293,22.09.2010 15:00,10.4287
294,22.09.2010 16:00,8.9495,3.596
295,22.09.2010 17:00,21.4493
296,22.09.2010 18:00,17.5731
297,22.09.2010 19:00,9.9203
298,22.09.2010 20:00,20.0303
299,22.09.2010 21:00,2.06304
300,22.09.2010 22:00,1.65084,3.579
301,22.09.2010 23:00,2.03677
302,23.09.2010 00:00,15.3248
303,23.09.2010 01:00,-1.9711
304,23.09.2010 02:00,-2.65924
305,23.09.2010 03:00,1.53258
306,23.09.2010 04:00,4.82279,3.537
307,23.09.2010 05:00,3.06668
308,23.09.2010 06:00,10.1539
309,23.09.2010 07:00,9.4437
310,23.09.2010 08:00,-4.19415
311,23.09.2010 09:00,-4.57989
312,23.09.2010 10:00,-1.0242,3.516
313,23.09.2010 11:00,-1.26819
314,23.09.2010 12:00,-4.14461
315,23.09.2010 13:00,2.51223
316,23.09.2010 14:00,6.1058
317,23.09.2010 15:00,7.6593
318,23.09.2010 16:00,13.6715,3.586
319,23.09.2010 17:00,10.3113
320,23.09.2010 18:00,5.1549
321,23.09.2010 19:00,15.02589
322,23.09.2010 20:00,11.24273
323,23.09.2010 21:00,3.03442
324,23.09.2010 22:00,-1.93748,3.564
325,23.09.2010 23:00,12.77312
326,24.09.2010 00:00,8.93411
327,24.09.2010 01:00,6.70759
328,24.09.2010 02:00,1.97336
329,24.09.2010 03:00,5.69296
330,24.09.2010 04:00,-4.67298,3.529
331,24.09.2010 05:00,0.79634
332,24.09.2010 06:00,-4.11581
333,24.09.2010 07:00,-4.77434
334,24.09.2010 08:00,8.20376
335,24.09.2010 09:00,10.34586
336,24.09.2010 10:00,0.86342,3.512
337,24.09.2010 11:00,-4.53685
338,24.09.2010 12:00,0.92357
339,24.09.2010 13:00,-0.79572
340,24.09.2010 14:00,9.38187
341,24.09.2010 15:00,4.3839
342,24.09.2010 16:00,0.3625,3.557
343,24.09.2010 17:00,1.30899
344,24.09.2010 18:00,-1.83473
345,24.09.2010 19:00,8.7929
346,24.09.2010 20:00,-1.96177
347,24.09.2010 21:00,6.57578
348,24.09.2010 22:00,11.33004,3.521
349,24.09.2010 23:00,1.65355
350,25.09.2010 00:00,-5.84121
351,25.09.2010 01:00,4.53911
352,25.09.2010 02:00,-2.01992
353,25.09.2010 03:00,-0.75936
354,25.09.2010 04:00,4.53513,3.515
355,25.09.2010 05:00,-4.358
356,25.09.2010 06:00,-1.85972
357,25.09.2010 07:00,11.12616
358,25.09.2010 08:00,0.46966
359,25.09.2010 09:00,0.25485
360,25.09.2010 10:00,-7.57617,3.515
361,25.09.2010 11:00,-3.72308
362,25.09.2010 12:00,8.00557
363,25.09.2010 13:00,8.67642
364,25.09.2010 14:00,8.25012
365,25.09.2010 15:00,6.51744
366,25.09.2010 16:00,-6.76531,3.514
367,25.09.2010 17:00,9.93481
368,25.09.2010 18:00,1.67963
369,25.09.2010 19:00,4.47494
370,25.09.2010 20:00,7.11922
371,25.09.2010 21:00,9.36383
372,25.09.2010 22:00,9.7486,3.516
373,25.09.2010 23:00,-3.63478
374,26.09.2010 00:00,10.17339
375,26.09.2010 01:00,0.35421
376,26.09.2010 02:00,-0.63456
377,26.09.2010 03:00,-8.82551
378,26.09.2010 04:00,-4.05612,3.517
379,26.09.2010 05:00,2.82339
380,26.09.2010 06:00,10.77739
381,26.09.2010 07:00,5.99774
382,26.09.2010 08:00,2.14979
383,26.09.2010 09:00,8.80106
384,26.09.2010 10:00,-0.4431,3.518
385,26.09.2010 11:00,0.23902
386,26.09.2010 12:00,5.33435
387,26.09.2010 13:00,4.95975
388,26.09.2010 14:00,10.38152
389,26.09.2010 15:00,8.02595
390,26.09.2010 16:00,0.39844,3.517
391,26.09.2010 17:00,7.19957
392,26.09.2010 18:00,9.989585
393,26.09.2010 19:00,7.446557
394,26.09.2010 20:00,-3.433223
395,26.09.2010 21:00,-4.141523
396,26.09.2010 22:00,3.704873,3.519
397,26.09.2010 23:00,-2.913533
398,27.09.2010 00:00,-2.456386
399,27.09.2010 01:00,-3.45491
400,27.09.2010 02:00,-4.546348
401,27.09.2010 03:00,-3.655405
402,27.09.2010 04:00,-3.44558,3.519
403,27.09.2010 05:00,6.534048
404,27.09.2010 06:00,-3.790258
405,27.09.2010 07:00,10.675637
406,27.09.2010 08:00,7.541956
407,27.09.2010 09:00,9.945526
408,27.09.2010 10:00,-7.287856,3.517
409,27.09.2010 11:00,8.415406
410,27.09.2010 12:00,-2.796594
411,27.09.2010 13:00,0.197208
412,27.09.2010 14:00,-5.617921
413,27.09.2010 15:00,-7.563076
414,27.09.2010 16:00,1.066888,3.516
415,27.09.2010 17:00,10.178249
416,27.09.2010 18:00,-6.210297
417,27.09.2010 19:00,-6.882008
418,27.09.2010 20:00,-0.86982
419,27.09.2010 21:00,-8.59167
420,27.09.2010 22:00,7.863331,3.519
421,27.09.2010 23:00,4.561808
422,28.09.2010 00:00,-7.758207
423,28.09.2010 01:00,1.85608
424,28.09.2010 02:00,6.58582
425,28.09.2010 03:00,-7.548357
426,28.09.2010 04:00,-7.530508,3.515
427,28.09.2010 05:00,9.389199
428,28.09.2010 06:00,3.38827
429,28.09.2010 07:00,1.002197
430,28.09.2010 08:00,5.690112
431,28.09.2010 09:00,5.644301
432,28.09.2010 10:00,6.599784,3.517
433,28.09.2010 11:00,8.677525
434,28.09.2010 12:00,-5.248285
435,28.09.2010 13:00,5.574887
436,28.09.2010 14:00,-3.076126
437,28.09.2010 15:00,3.956497
438,28.09.2010 16:00,5.116026,3.518
439,28.09.2010 17:00,1.872415
440,28.09.2010 18:00,1.939582
441,28.09.2010 19:00,-5.373795
442,28.09.2010 20:00,-5.225957
443,28.09.2010 21:00,1.150783
444,28.09.2010 22:00,-4.143323,3.517
445,28.09.2010 23:00,-7.866039
446,29.09.2010 00:00,-1.575813
447,29.09.2010 01:00,-7.670545
448,29.09.2010 02:00,-6.503536
449,29.09.2010 03:00,0.837151
450,29.09.2010 04:00,4.615293,3.516
451,29.09.2010 05:00,-2.949436
452,29.09.2010 06:00,4.287327
